"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.108534641901497,23.54,25.77,0.0098,1.23,0.82,0.68,0.084,1508.22759106059,0
"2",0.117792082836637,23.4459055129362,25.903900749314,0.00823853848462825,1.24714938530208,0.871956786652383,0.561746977833431,0.0845973683038881,1516.47087388055,1
"3",0.117792082836637,23.4459055129362,25.903900749314,0.00823853848462825,1.24714938530208,0.871956786652383,0.561746977833431,0.0845973683038881,1516.27822219286,0
"4",0.117792082836637,23.4459055129362,25.903900749314,0.00823853848462825,1.24714938530208,0.871956786652383,0.561746977833431,0.0845973683038881,1513.5354742268,0
"5",0.117792082836637,23.4459055129362,25.903900749314,0.00823853848462825,1.24714938530208,0.871956786652383,0.561746977833431,0.0845973683038881,1511.32692916061,0
"6",0.116229528508254,23.5240031800724,25.5155207925117,0.00872719347088318,1.28382909485771,0.877200031683399,0.565252483962486,0.0847657435560098,1514.80571662378,1
"7",0.116229528508254,23.5240031800724,25.5155207925117,0.00872719347088318,1.28382909485771,0.877200031683399,0.565252483962486,0.0847657435560098,1513.18963205281,0
"8",0.118707986901723,23.3845286398059,25.9713464154869,0.00668568689307345,1.54267564233947,0.832132182068007,0.629834966980131,0.0844165264673593,1518.39833324723,1
"9",0.118707986901723,23.3845286398059,25.9713464154869,0.00668568689307345,1.54267564233947,0.832132182068007,0.629834966980131,0.0844165264673593,1518.31045161698,0
"10",0.096325586820736,23.4688025816071,25.986984526954,0.00409418548711241,1.29490769030388,0.828948353081501,0.647169020409452,0.0838091725912091,1515.39792735017,1
"11",0.107060755324657,23.4872441094336,26.1674295283621,0.00114383747864717,1.38899543466903,0.78712424080992,0.59805749051211,0.0845747947292283,1513.25910514169,1
"12",0.107060755324657,23.4872441094336,26.1674295283621,0.00114383747864717,1.38899543466903,0.78712424080992,0.59805749051211,0.0845747947292283,1517.24859028749,0
"13",0.107060755324657,23.4872441094336,26.1674295283621,0.00114383747864717,1.38899543466903,0.78712424080992,0.59805749051211,0.0845747947292283,1514.69181693443,0
"14",0.107060755324657,23.4872441094336,26.1674295283621,0.00114383747864717,1.38899543466903,0.78712424080992,0.59805749051211,0.0845747947292283,1521.16704359963,0
"15",0.0991330668318163,23.4349626674991,26.2504219710781,0.00097498581213424,1.42898332387788,0.844902172127524,0.57479766310912,0.0844193261483931,1519.35476370934,1
"16",0.121342198796479,23.5150931405305,25.6829577047474,0.00451915709055828,1.40220704370327,0.883860262593238,0.587564089684557,0.082863270244125,1511.12607493126,1
"17",0.121342198796479,23.5150931405305,25.6829577047474,0.00451915709055828,1.40220704370327,0.883860262593238,0.587564089684557,0.082863270244125,1513.74224722932,0
