,iter,eta,gamma,theta_oak,theta_pine,SDe,SDs,m,loglik
80,16000,0.144474951,0.006246708,23.30497725,26.65288657,0.765278367,0.544700702,0.085501259,1482.860962
81,16200,0.081544463,0.016003816,23.53121051,25.8141231,0.860752811,0.735612646,0.084585067,1508.111825
82,16400,0.078283104,0.003318823,23.47101253,26.14338246,0.527897025,0.807555121,0.085687447,1514.375824
83,16600,0.042916242,0.002442973,23.55618636,26.51665514,0.634625962,0.761428927,0.083214476,1515.97935
84,16800,0.046101352,0.005508252,23.09378146,26.28484778,0.505170741,0.84002764,0.083001889,1500.301482
85,17000,0.058916701,0.019392565,23.57897687,25.4306782,0.59260413,0.860034013,0.085499995,1508.516584
86,17200,0.059152319,0.011127842,23.79584324,25.47735965,1.055853582,0.657580155,0.082816761,1508.068412
87,17400,0.014579705,0.026638076,23.46295376,25.44663248,1.035749956,0.596323237,0.085014125,1500.41745
88,17600,0.16229172,0.007123375,23.61834073,24.81392509,0.90960961,0.752573058,0.083261136,1509.463894
89,17800,0.200234245,0.006262401,23.7988673,24.96622692,0.795616238,0.648820253,0.083764698,1504.007563
90,18000,0.242615138,0.00620864,23.71662935,25.04059016,0.883853717,0.616625179,0.083614504,1514.032259
91,18200,0.276056583,0.003504952,23.09964557,26.30268206,0.84378559,0.535334941,0.083253307,1488.473535
92,18400,0.293494242,0.002980658,23.1879947,26.10368766,0.966353041,0.580903869,0.081831345,1495.797678
93,18600,0.267601266,0.008165878,23.1634886,25.07695434,1.007361051,0.749817522,0.085168633,1473.740399
94,18800,0.240633148,0.000309791,23.8131023,24.6969517,0.769351525,0.685126048,0.08333597,1505.916126
95,19000,0.298926016,0.007597388,23.84460779,24.9918546,0.747191687,0.554584385,0.083657463,1504.995822
96,19200,0.24667781,0.004048943,23.17889082,25.12544925,0.828957845,0.707522666,0.08475109,1498.054545
97,19400,0.25739272,0.002704755,23.55043058,25.79868681,1.258820523,0.622325661,0.085223302,1478.981058
98,19600,0.274715702,0.001934648,23.73281421,24.80297247,0.723484245,0.730527016,0.083396913,1509.196311
99,19800,0.281249359,0.021029553,23.90450229,24.48697644,0.932692819,0.83438635,0.085018029,1497.069745
100,20000,0.291933048,0.009088471,23.71575283,24.62491402,0.541162409,0.786274243,0.084189836,1516.457097
101,20200,0.29615268,0.01503828,23.85429422,24.57605704,0.686396109,0.799672255,0.084185994,1504.878874
102,20400,0.283306622,0.016574533,23.85052909,24.70490484,0.605566513,0.925802397,0.081247843,1497.303613
103,20600,0.244348774,0.002637192,23.73860073,25.16331616,0.606603742,0.782706149,0.083341747,1509.368795
104,20800,0.190802408,0.01537651,23.68870178,24.98839662,0.693135379,0.693533129,0.084957895,1510.662594
105,21000,0.169389561,0.005217004,23.50196653,24.01410405,0.689998496,0.947710298,0.083263882,1473.159963
106,21200,0.138506523,0.008099944,23.92670962,25.23925082,0.747969181,0.621448534,0.085498887,1506.42764
107,21400,0.119512428,0.00432159,23.59603,25.47113709,0.91531805,0.594302285,0.084254237,1516.056904
108,21600,0.1120226,0.008662788,23.493549,25.29454648,0.926444993,0.619936991,0.08442366,1505.800423
109,21800,0.05284284,0.016208274,23.86710451,25.33982061,0.843229649,0.643939947,0.083879021,1506.278712
110,22000,0.024818208,0.011961555,23.41695303,26.99639477,0.732350885,0.675370722,0.083145624,1507.63402
111,22200,0.019227799,0.00661797,23.08474235,27.88663428,0.524486936,0.728683046,0.086026085,1486.922707
112,22400,0.057865902,0.002794278,23.4124534,27.54114272,0.812544644,0.78634419,0.085396465,1484.49656
113,22600,0.044712869,0.007549405,23.44704333,26.21431363,0.622216704,0.821434714,0.084789427,1514.559892
114,22800,0.113177915,0.006830241,23.68188878,25.86730107,0.841742518,0.547217404,0.084079069,1511.741621
115,23000,0.135924421,0.009670854,23.61979787,25.37610404,0.571175343,0.893072584,0.081688594,1492.344055
116,23200,0.090671023,0.010252294,23.82447683,26.09913801,0.738991955,0.651664962,0.084512938,1476.421496
117,23400,0.097661085,0.003811318,23.61985011,24.87039641,0.889720851,0.627890818,0.083699704,1502.758855
118,23600,0.108401919,0.002711367,23.35339121,25.7217278,0.578821311,0.82867553,0.085581397,1495.045811
119,23800,0.145545809,0.001472072,23.60766893,25.3694212,0.509663632,0.676770545,0.085975748,1508.634372
120,24000,0.114525203,0.01004741,23.8767166,25.2733795,0.623617236,0.795208909,0.085071122,1501.696957
121,24200,0.17110106,0.011655256,23.2052501,25.51666827,0.741385798,0.590437848,0.084676355,1492.416816
122,24400,0.120154701,0.007811789,23.38404493,25.96328716,1.040889309,0.535103242,0.084939267,1512.248567
123,24600,0.160691786,0.014776036,23.60580967,25.48316495,0.756475962,0.634776781,0.083529361,1511.860948
124,24800,0.19668535,0.00786165,23.76855133,25.18077886,0.569744461,0.739607745,0.085665631,1508.651617
125,25000,0.192512564,0.011853471,23.61036966,24.82205893,0.714695068,0.753421196,0.084290981,1510.76963
126,25200,0.212030749,0.014308074,23.84209002,25.07807617,0.865608632,0.770298478,0.082123461,1499.05158
127,25400,0.180975958,0.014419609,23.8377646,25.00779262,0.577449056,0.763848501,0.088368442,1469.277976
128,25600,0.143481632,0.013776035,23.70994806,24.97066669,0.85487973,0.751290017,0.083317352,1503.966713
129,25800,0.168495574,0.004716392,23.63827437,25.62867181,0.833422296,0.534625546,0.082972515,1503.857668
130,26000,0.149725291,0.005910978,23.41206446,25.31833009,0.563711654,0.719016544,0.08122892,1500.350154
131,26200,0.090719785,0.002395701,23.85162215,24.9367922,0.693523764,0.678556377,0.084362714,1509.715468
132,26400,0.054536148,0.011455934,23.69790042,25.13083476,0.613373157,0.939298075,0.08169211,1496.73431
133,26600,0.063679925,0.002593516,23.63011348,26.01241565,0.570487758,0.800682884,0.085189754,1507.789183
134,26800,0.132637981,0.015609457,23.74907054,24.62855826,0.600879666,0.915912741,0.08319957,1502.174981
135,27000,0.174351988,0.010161803,24.11950901,25.10261083,0.690431173,0.895326226,0.084335566,1490.575432
136,27200,0.2159707,0.007434871,23.91516506,24.78153326,0.664113512,0.782819879,0.082787364,1506.89035
137,27400,0.221342735,0.010071596,23.67024593,25.09360037,0.575573425,0.76795278,0.084763252,1512.358868
138,27600,0.243055107,0.007526321,23.95012622,26.01225769,0.777755467,0.867353025,0.082028376,1452.815895
139,27800,0.148875243,0.006005055,23.95370123,25.87550276,0.779782067,0.62964743,0.08254033,1504.681931
140,28000,0.118342143,0.008731386,23.62857994,25.84283152,1.13536912,0.504795072,0.084927687,1509.612621
141,28200,0.100900327,0.009372486,23.71773073,25.74608594,0.710531615,0.749303732,0.083403486,1510.453481
142,28400,0.096439535,0.003650569,23.76001249,26.13325852,0.760138721,0.680131913,0.082662529,1505.739275
143,28600,0.119375765,0.019621239,24.05763496,24.39173384,0.914078186,0.721726826,0.084069979,1489.148894
144,28800,0.16585532,0.000993667,23.66082643,24.57919009,1.237373787,0.64244403,0.082785954,1472.826322
145,29000,0.186110608,0.010249224,23.21345391,25.27404876,0.972962763,0.733347994,0.084254548,1487.719982
146,29200,0.1406204,0.000951343,23.51864459,25.44795391,0.58218617,0.81519603,0.084760411,1507.927807
147,29400,0.132207506,0.005750405,23.66346507,25.15491339,0.57053535,0.943309386,0.083850187,1504.405039
148,29600,0.0946088,0.002037325,23.85959883,25.11395417,0.600811883,0.753301044,0.08499392,1506.0609
149,29800,0.126372359,0.009896785,23.50997022,25.5348516,0.598941877,0.7249783,0.0828168,1513.617425
150,30000,0.045789279,0.00459358,23.49476525,26.6551522,0.62594423,0.965356842,0.082555139,1468.851667
151,200,0.120026549,0.040305851,23.13324439,24.65834893,0.663686764,0.786489637,0.086279981,1425.421382
152,400,0.151556859,0.021162334,23.32263149,24.79308192,0.532258849,0.700138946,0.084904599,1477.527341
153,600,0.129390605,0.007570794,23.92365125,25.78957297,0.759970712,0.580671585,0.084649377,1504.133083
154,800,0.127478628,0.019300654,23.72903017,25.76538052,0.832142551,0.614976025,0.084073827,1510.322928
155,1000,0.131156129,0.007545512,23.64922664,24.96841364,0.600666559,0.71309672,0.082586734,1509.48812
156,1200,0.079753558,0.013658311,23.6459586,25.20170693,0.505713925,0.81833328,0.085343908,1508.034224
157,1400,0.169612893,0.002821861,23.33824543,25.66613565,0.841973627,0.683230487,0.081579755,1503.458967
158,1600,0.213640897,0.000348305,22.56675798,25.98394707,0.713568752,0.62459806,0.083988366,1518.659934
159,1800,0.203613375,0.00334001,23.83663769,24.82583554,0.639751722,0.789683776,0.085062423,1516.301809
160,2000,0.276934104,0.000590631,23.89017658,24.59976644,0.671633604,0.676587349,0.085709908,1513.286873
161,2200,0.284192965,0.014884539,23.7963968,24.69800065,0.513422372,0.8475407,0.084131011,1510.134012
162,2400,0.267130325,0.008227162,24.01200954,24.61906545,0.999966143,0.517257913,0.085710592,1503.021541
163,2600,0.290144611,0.011514495,24.21658784,24.76335543,1.106349669,0.559637196,0.083357921,1483.480182
164,2800,0.265570723,0.000401432,23.33555796,25.71765663,0.891564567,0.581998174,0.083687705,1518.221955
165,3000,0.220388008,0.021966775,23.72852433,24.51324808,0.616656238,0.838365912,0.084673669,1506.040062
166,3200,0.24878055,0.01677272,23.33093811,24.46444545,0.796386726,0.673822215,0.085368576,1485.050093
167,3400,0.207099231,0.011901109,23.46329479,25.58390375,0.871484478,0.566658153,0.082637324,1511.033204
168,3600,0.254566384,0.000129977,23.42735841,25.87198567,0.713796049,0.568595949,0.083660217,1501.979885
169,3800,0.246327914,0.00287328,23.71547805,25.12587293,0.773289202,0.580633996,0.08766087,1497.553116
170,4000,0.231012976,0.007934715,23.62633973,25.24045705,1.005353742,0.548217404,0.083101504,1518.489676
171,4200,0.24128792,0.004777065,23.86266916,24.82715536,0.890511221,0.671219151,0.083054053,1509.264527
172,4400,0.23689065,0.012838979,23.71605725,24.76440881,0.806188685,0.727071018,0.083265085,1511.480666
173,4600,0.214383608,0.008883752,23.75635319,24.800255,0.596734046,0.826167988,0.083850191,1513.611396
174,4800,0.229447302,0.010774469,23.63212392,24.91991429,0.872536814,0.507758635,0.081178433,1490.125724
175,5000,0.267804126,0.003319491,23.66976766,25.06917106,0.635794932,0.64784162,0.080999877,1505.03634
176,5200,0.192434285,0.009444882,23.55817373,25.32676957,0.714744019,0.753750581,0.083621442,1513.233198
177,5400,0.242733467,0.015996552,23.75631188,25.1608493,0.899771943,0.5885112,0.082443045,1505.866319
178,5600,0.226417592,0.003257974,23.31381273,26.03788028,0.834003296,0.515805734,0.083325937,1512.477594
179,5800,0.243246389,0.001028563,22.90454263,26.12196354,1.045529921,0.587178342,0.086310161,1499.81396
180,6000,0.234606966,0.002263876,23.49948013,25.23393649,0.951352873,0.591097737,0.083093724,1509.782171
181,6200,0.194343104,0.00550238,23.5929318,25.50136549,0.946862892,0.614153708,0.08441545,1514.314619
182,6400,0.260851827,0.004164762,22.91665687,26.22176373,0.765565401,0.507040969,0.080750184,1473.572287
183,6600,0.284922678,0.024127682,23.60324177,24.7520196,0.500170203,0.752948066,0.087294297,1475.743305
184,6800,0.218432557,0.002918429,23.8596665,24.79110878,0.524288576,0.977133564,0.085640296,1499.204649
185,7000,0.241133497,0.007424277,23.80912608,24.78785719,0.741060884,0.825574276,0.082090453,1501.617427
186,7200,0.241327994,0.003561166,23.65751127,25.05484425,0.893211344,0.650028445,0.085107287,1510.814545
187,7400,0.280893592,0.017786124,23.82012754,23.88179301,0.600025368,0.926214973,0.084929026,1483.035654
188,7600,0.296628417,0.011930714,23.94759664,24.85315277,0.72307051,0.743898476,0.08404695,1511.151299
189,7800,0.28224026,0.016164092,23.86763639,24.44084334,0.875352297,0.664693381,0.083127626,1506.050295
190,8000,0.285751689,0.006964985,23.41794984,25.17894385,0.985257106,0.591556325,0.081117141,1493.591513
191,8200,0.297774947,0.003551855,23.6368809,25.29025552,0.91006701,0.591747822,0.082793055,1515.939998
192,8400,0.243954287,0.011560187,23.51041841,25.9306635,0.822776093,0.560330714,0.085099451,1501.601666
193,8600,0.25825739,0.003575524,23.42429576,25.84254701,1.070036986,0.514975388,0.082663612,1509.766757
194,8800,0.258409844,0.008101449,23.45414509,25.68276174,0.774050716,0.656462892,0.083494229,1505.900415
195,9000,0.233879867,0.003432193,23.63534494,25.14043287,0.943203499,0.653704764,0.084868523,1513.031053
196,9200,0.203915913,0.011095545,23.81152201,24.88692012,0.907858176,0.732815444,0.086034986,1501.535601
197,9400,0.155345569,0.010777216,23.8099038,25.00685023,0.990696672,0.607320902,0.081398971,1505.528506
198,9600,0.184369603,0.006982667,23.65797246,25.75809884,0.862000284,0.513826512,0.084195629,1506.11928
199,9800,0.232584431,0.004983281,23.56815963,25.86022357,0.701011672,0.631888524,0.085021277,1502.302496
200,10000,0.211115496,0.006032314,23.34668611,25.73299688,0.851605847,0.516168317,0.082883293,1510.944449
201,10200,0.202205366,0.005302305,23.39297434,25.59055555,0.941715071,0.617468119,0.08355244,1511.641336
202,10400,0.241972427,0.009607354,23.5123785,24.96588503,0.884531107,0.723294462,0.082886606,1509.257674
203,10600,0.228530692,0.009580052,23.64062363,25.12781912,1.116490377,0.570998379,0.082252617,1506.909151
204,10800,0.172962773,0.010218085,23.54894691,25.76165628,0.916456739,0.525143247,0.083383581,1518.608147
205,11000,0.24897502,0.008477767,23.82373583,24.62446366,1.0007639,0.617631293,0.082950986,1504.666062
206,11200,0.271986599,0.010419158,23.85106949,24.7575967,0.74528646,0.782156572,0.084250833,1511.263713
207,11400,0.273841691,0.009675373,23.63458802,25.0150072,0.806715659,0.647713433,0.084537161,1511.686072
208,11600,0.238976146,0.008700627,23.64624035,24.78279142,0.774031596,0.76857943,0.084988381,1512.947854
209,11800,0.267892407,0.011288769,24.04300346,24.62936748,1.148545024,0.727551737,0.083802995,1484.079729
210,12000,0.21985422,0.014448286,23.88577166,24.93840448,0.88797989,0.698087191,0.082795829,1505.410042
211,12200,0.226981045,0.000658298,23.46184781,25.22297926,0.840440361,0.504134233,0.084735186,1509.202035
212,12400,0.167350246,0.003474672,23.76089393,25.35534356,0.812799706,0.67483991,0.083265906,1517.446289
213,12600,0.158527185,0.004454041,23.93005754,24.73255016,0.842491658,0.629101155,0.083665136,1504.902503
214,12800,0.157123024,0.006388878,23.85333075,24.80652221,0.933921471,0.567005131,0.085152432,1514.977061
215,13000,0.238215191,0.012403765,23.66771261,24.8146282,0.710698031,0.701028142,0.082947681,1505.089348
216,13200,0.168307955,0.007355231,23.79300346,24.3509715,1.015060821,0.7951165,0.083386555,1500.864172
217,13400,0.208528629,0.020676053,23.64589943,24.28420237,1.247183705,0.6743032,0.085719586,1473.507624
218,13600,0.270183934,0.012848542,23.74589395,24.76929088,1.256701624,0.553015303,0.083696955,1498.146718
219,13800,0.258259988,0.012680484,23.62081277,25.18173129,0.9486956,0.543618998,0.084420814,1515.726598
220,14000,0.288352673,0.012766669,23.69204551,25.20787752,0.685452154,0.756141923,0.082915242,1507.31693
221,14200,0.269887953,0.013794919,23.67998235,24.57481721,0.767946086,0.590788194,0.084987231,1507.797211
222,14400,0.226357437,0.00280612,23.76941075,25.01478633,0.583207979,1.027139996,0.085413898,1487.438612
223,14600,0.223323018,0.00563457,23.69968301,24.7315834,0.70801671,0.639820856,0.082024495,1506.471752
224,14800,0.237418796,0.006204267,23.51310767,24.5720618,0.562507735,0.829094729,0.083871333,1504.011415
225,15000,0.265251621,0.003540365,23.7933167,24.86000102,0.590122057,0.658886912,0.082110844,1505.991286
226,15200,0.225162965,0.028955394,23.88103308,24.63959385,0.955119888,0.583526846,0.086681,1477.108283
227,15400,0.281411244,0.009712031,23.81750823,24.82561231,1.028506603,0.661405379,0.083375348,1501.939178
228,15600,0.293294901,0.010018955,23.64128663,25.31169653,1.015392072,0.733522899,0.082959003,1496.567063
229,15800,0.284263012,0.000228429,23.55705525,25.14955202,1.091422987,0.521916127,0.084984055,1509.508313
230,16000,0.248796828,0.001043667,23.44453231,25.42845193,1.034521253,0.583643815,0.083982913,1508.870345
231,16200,0.254106525,0.015821075,23.60373973,24.66485289,0.890753964,0.584421927,0.08528564,1500.507183
232,16400,0.296247881,0.001486029,23.58011119,25.2441104,0.968884858,0.519191438,0.083893742,1502.308078
233,16600,0.24049401,0.014900385,23.77533397,25.13981285,1.229106016,0.54114332,0.084705667,1503.967108
234,16800,0.211812168,0.006306137,23.81509156,24.909817,0.932700676,0.558172026,0.084141198,1505.215688
235,17000,0.241495136,0.010004738,23.84891947,24.95156256,0.57512009,0.890953643,0.084913046,1510.015534
236,17200,0.290605998,0.000774932,23.7120484,25.53587426,0.795675299,0.758629357,0.083651537,1488.094846
237,17400,0.19331977,0.001723267,23.56896888,25.80997551,0.707287388,0.752580611,0.084885326,1502.721328
238,17600,0.176119576,0.019372185,23.71629848,24.75781953,0.877537969,0.790243249,0.083988791,1502.001075
239,17800,0.219179661,0.000162799,23.73353705,24.85960407,0.56575244,0.745211714,0.084060176,1519.095836
240,18000,0.220718461,0.007330295,23.8009548,25.32019098,0.624699259,0.733164867,0.083117748,1511.985918
241,18200,0.267606147,0.001154165,23.16974353,25.5023371,0.590872496,0.816124092,0.083695022,1498.943391
242,18400,0.26200066,0.007068593,23.73808828,24.78412597,0.712706563,0.831163133,0.084960284,1506.108225
243,18600,0.287587399,0.008881532,23.42658358,25.36686236,0.539340472,0.709829083,0.081356886,1486.848096
244,18800,0.222203733,0.003626798,23.28089594,25.66638409,0.878907924,0.524295607,0.087063325,1504.107548
245,19000,0.21057808,0.003065303,23.76459287,25.12117973,0.818101551,0.627352034,0.083985172,1517.060781
246,19200,0.217055357,0.004863186,23.58670272,25.1174394,0.602360883,0.68203735,0.086196508,1507.045073
247,19400,0.2126087,0.01154498,23.91256781,24.62115038,0.830453613,0.809666353,0.082686303,1492.010568
248,19600,0.228767259,0.01779116,23.10103863,24.8985461,1.204533823,0.504012784,0.081563726,1468.980568
249,19800,0.258569623,0.005469616,23.31979041,25.63824843,0.90045268,0.532451423,0.082749413,1494.908319
250,20000,0.219274726,0.001000514,24.02366525,25.08075068,0.947696708,0.619425167,0.086656469,1499.162663
251,20200,0.201646759,0.000339663,23.61133374,26.07264249,0.96855326,0.5140768,0.084277961,1513.602337
252,20400,0.194316109,0.002028975,22.96758141,26.67703153,1.135498526,0.514185532,0.082591818,1503.694851
253,20600,0.194533116,0.017675367,23.65407015,25.6171318,0.860178675,0.685124647,0.083994376,1500.256625
254,20800,0.212275427,0.002176315,23.73659328,25.56409394,0.639219071,0.650219494,0.080603079,1502.400761
255,21000,0.178277774,0.010186868,23.29108675,25.28358156,0.86004172,0.821674276,0.08247654,1487.417479
256,21200,0.196067268,0.009735752,23.45875615,26.26177735,0.700049536,0.581168869,0.083158406,1474.714096
257,21400,0.158184604,0.003430601,23.98085557,25.7977664,0.634909913,0.741867738,0.082654825,1485.198868
258,21600,0.177132573,0.005241002,23.5419334,25.70283905,0.673421324,0.546822904,0.082667974,1498.117149
259,21800,0.154194687,0.011369735,23.315419,25.94454273,0.983431218,0.539535208,0.084213678,1516.122579
260,22000,0.236748143,0.008011974,23.61821406,25.15496461,0.863251068,0.544921532,0.084625723,1515.123233
261,22200,0.183228521,0.013326156,23.63395971,25.10210856,0.857352744,0.626738431,0.08422586,1512.491743
262,22400,0.180214384,0.005715881,23.48867445,24.94266613,0.797809126,0.639430559,0.081503036,1496.387589
263,22600,0.169370832,0.004541353,23.9177341,25.28671418,0.781011632,0.843505144,0.086659604,1491.728682
